Make,Model,Variant,Year,Location,Fuel,Engine,Transmission,KM_driven,Car_Age,Price_in_lacs
toyota,prado,tx l package 2.7,2020,Islamabad,Petrol,2700.0,Automatic,39320,5,299.0
suzuki,mehran,vx,2011,Islamabad,Petrol,800.0,Manual,17697,14,11.0
hyundai,santa fe,signature,2024,Lahore,Hybrid,1600.0,Automatic,64403,1,134.0
honda,vezel,hybrid z style edition,2016,Gujranwala,Hybrid,1500.0,Automatic,113343,9,60.0
toyota,raize,xs,2021,Gujranwala,Petrol,1000.0,Automatic,86184,4,55.0
honda,city,1.5l aspire cvt,2022,Karachi,Petrol,1500.0,Automatic,36875,3,50.0
toyota,aqua,s,2017,Karachi,Hybrid,1500.0,Automatic,146811,8,46.0
suzuki,jimny,turbo,2022,Lahore,Petrol,658.0,Automatic,25796,3,62.0
lexus,rx series,450h,2012,Lahore,Petrol,3500.0,Automatic,121622,13,90.0
suzuki,cultus,vxr,2019,Lahore,Petrol,1000.0,Manual,162832,6,27.0
toyota,aqua,s,2014,Karachi,Hybrid,1500.0,Automatic,220233,11,32.0
toyota,yaris sedan,ativ cvt 1.3,2020,Lahore,Petrol,1300.0,Automatic,77000,5,41.0
suzuki,mehran,vx euro ii limited edition,2013,Islamabad,Petrol,800.0,Manual,65000,12,12.5
suzuki,alto,vxl ags,2021,Karachi,Petrol,660.0,Automatic,80000,4,25.5
dfsk,glory 580,pro,2021,Lahore,Petrol,1500.0,Automatic,64523,4,47.0
toyota,corolla,gli 1.3 vvti,2018,Sohawa,Petrol,1300.0,Manual,94000,7,48.0
suzuki,mehran,vxr euro ii,2017,Peshawar,Petrol,796.0,Manual,31000,8,13.75
suzuki,alto,vxl ags,2021,Karachi,Petrol,660.0,Automatic,55000,4,26.5
suzuki,mehran,vx euro ii,2016,Islamabad,Petrol,796.0,Manual,63000,9,13.3
honda,city,1.3 i-vtec prosmatec,2017,Islamabad,Petrol,1300.0,Automatic,120000,8,35.75
suzuki,wagon r,vxl,2018,Islamabad,Petrol,1000.0,Manual,72500,7,24.35
toyota,corolla,gli 1.3 vvti,2011,Islamabad,Petrol,1300.0,Manual,147000,14,29.9
suzuki,alto,vxl ags,2023,Lahore,Petrol,660.0,Automatic,40000,2,29.1
toyota,corolla,altis 1.6 x cvt-i special edition,2023,Lahore,Petrol,1600.0,Automatic,48000,2,69.5
honda,civic,oriel 1.8 i-vtec cvt,2019,Karachi,Petrol,1800.0,Automatic,59000,6,53.5
toyota,hilux,revo gr-s,2023,Karachi,Diesel,2800.0,Automatic,24500,2,155.0
toyota,corolla,altis automatic 1.6,2017,Karachi,Petrol,1600.0,Automatic,19000,8,47.5
toyota,aqua,s,2014,Karachi,Hybrid,1500.0,Automatic,132000,11,34.5
daihatsu,move,custom x vs smart selection,2020,Karachi,Petrol,658.0,Automatic,32000,5,33.5
mercedes benz,c class,c180 avantgarde,2016,Multan,Petrol,1600.0,Automatic,79000,9,133.0
toyota,c-hr,g-led,2016,Lahore,Hybrid,1800.0,Automatic,125000,9,72.75
toyota,surf,ssr-g 2.7,1996,Lahore,Petrol,2700.0,Automatic,100000,29,41.0
daihatsu,rocky,premium g,2020,Islamabad,Petrol,1000.0,Automatic,45000,5,57.0
toyota,aqua,g,2015,Rawalpindi,Hybrid,1500.0,Automatic,84700,10,42.5
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,28814,5,63.0
honda,city,aspire prosmatec 1.5 i-vtec,2014,Sargodha,Petrol,1500.0,Automatic,113000,11,32.0
suzuki,bolan,vx,2007,Sohawa,Petrol,800.0,Manual,100000,18,9.0
suzuki,cultus,euro ii,2015,Lahore,Petrol,1000.0,Manual,30000,10,17.9
honda,city,aspire 1.3 i-vtec,2017,Islamabad,Petrol,1300.0,Manual,77000,8,34.8
toyota,yaris sedan,ativ x cvt 1.5,2021,Faisalabad,Petrol,1500.0,Automatic,64500,4,46.0
honda,airwave,m s package,2007,Multan,Petrol,1500.0,Automatic,98000,18,24.5
daihatsu,move,custom x,2012,Islamabad,Petrol,660.0,Automatic,83000,13,22.97
honda,civic,oriel 1.8 i-vtec cvt,2018,Karachi,Petrol,1800.0,Automatic,47000,7,53.9
jetour,dashing,deluxe,2025,Lahore,Petrol,1500.0,Automatic,30,0,88.25
toyota,raize,z,2025,Bahawalpur,Petrol,1000.0,Automatic,53000,0,61.5
toyota,corolla axio,hybrid 1.5,2014,Karachi,Hybrid,1500.0,Automatic,150000,11,40.0
nissan,note,e-power x,2022,Lahore,Hybrid,1200.0,Automatic,44000,3,53.9
toyota,corolla,gli 1.3 vvti,2011,Peshawar,Petrol,1300.0,Manual,153482,14,24.4
honda,city,1.5 i-vtec prosmatec,2021,Lahore,Petrol,1500.0,Automatic,1000,4,47.5
suzuki,swift,dlx 1.3,2016,Rawalpindi,Petrol,1300.0,Manual,108000,9,24.6
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,44000,5,65.5
toyota,vitz,f 1.0,2014,Karachi,Petrol,1000.0,Automatic,140000,11,28.5
nissan,note,e-power x v selection,2018,Multan,Hybrid,1200.0,Automatic,67019,7,43.0
hyundai,santro,club gv,2004,Lahore,Petrol,1100.0,Manual,258000,21,9.75
suzuki,swift,dlx 1.3,2016,Faisalabad,Petrol,1300.0,Manual,109000,9,23.0
suzuki,wagon r,vxr,2021,Gujrat,Petrol,1000.0,Manual,51000,4,27.0
honda,civic,vti oriel prosmatec 1.8 i-vtec,2011,Lahore,Petrol,1800.0,Automatic,164525,14,26.5
nissan,gt-r,base grade,2022,Lahore,Petrol,3800.0,Automatic,6000,3,945.0
honda,civic,rs,2025,Islamabad,Petrol,1500.0,Automatic,21000,0,97.0
honda,vezel,hybrid rs honda sensing,2018,Lahore,Petrol,1500.0,Automatic,27000,7,81.75
honda,vezel,hybrid rs honda sensing,2019,Lahore,Petrol,1500.0,Automatic,28000,6,83.25
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,18000,5,63.95
toyota,corolla axio,hybrid 1.5,2018,Karachi,Hybrid,1500.0,Automatic,89000,7,53.25
toyota,prado,tx l package 2.7,2020,Lahore,Petrol,2700.0,Automatic,35000,5,317.0
suzuki,alto,vxr upgraded,2025,Karachi,Petrol,660.0,Manual,30,0,30.8
toyota,hiace,luxury wagon high grade,2021,Lahore,Diesel,2800.0,Automatic,85000,4,130.0
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,49000,5,54.15
toyota,pixis epoch,g,2021,Gujranwala,Petrol,660.0,Automatic,51000,4,33.75
honda,civic,vti oriel prosmatec 1.8 i-vtec,2011,Lahore,Petrol,1800.0,Automatic,164525,14,26.5
suzuki,wagon r,hybrid fx,2018,Swatmingora,Hybrid,660.0,Automatic,31000,7,34.0
honda,civic,oriel 1.8 i-vtec cvt,2018,Lahore,Petrol,1800.0,Automatic,85000,7,48.3
suzuki,alto lapin,g,2022,Lahore,Petrol,660.0,Automatic,26000,3,34.65
honda,city,1.3 i-vtec prosmatec,2021,Karachi,Petrol,1300.0,Automatic,57530,4,40.0
honda,civic,vti oriel prosmatec 1.8 i-vtec,2009,Lahore,Petrol,1800.0,Automatic,145850,16,23.75
honda,civic,vti oriel prosmatec 1.8 i-vtec,2012,Lahore,Petrol,1800.0,Automatic,160000,13,33.25
suzuki,cultus,vxr,2004,Islamabad,Petrol,1000.0,Manual,60000,21,8.5
suzuki,alto,vp,2019,Islamabad,Petrol,660.0,Automatic,103000,6,29.25
suzuki,wagon r,vxr,2023,Rawalpindi,Petrol,1000.0,Manual,21500,2,31.5
suzuki,cultus,vxri,2010,Nowshera,Petrol,1000.0,Manual,55683,15,13.25
daihatsu,mira,x memorial edition,2008,Rawalpindi,Petrol,660.0,Automatic,105000,17,18.9
toyota,corolla,gli 1.3,2006,Karachi,Petrol,1300.0,Manual,94000,19,17.0
suzuki,liana,lxi sport,2006,Lahore,Petrol,1300.0,Manual,204000,19,10.25
suzuki,cultus,vxr,2006,Nowshera,Petrol,1000.0,Manual,120000,19,9.5
hyundai,santro,club,2006,Sargodha,Petrol,1000.0,Manual,150000,19,11.5
honda,civic,1.5 rs turbo,2019,Lahore,Petrol,1500.0,Automatic,71000,6,60.5
suzuki,bolan,vx euro ii,2016,Chowk munda,Petrol,800.0,Manual,69000,9,9.5
toyota,corolla,altis automatic 1.6,2019,Islamabad,Petrol,1600.0,Automatic,162000,6,47.5
toyota,corolla,altis grande 1.8,2014,Lahore,Petrol,1800.0,Automatic,194000,11,43.7
suzuki,cultus,vxl,2022,Faisalabad,Petrol,1000.0,Manual,50000,3,36.0
suzuki,alto,hybrid s led,2022,Lahore,Hybrid,660.0,Automatic,14500,3,34.35
honda,accord,cl7,2004,Lahore,Petrol,2000.0,Automatic,148000,21,21.0
suzuki,apv,glx,2017,Islamabad,Petrol,1600.0,Manual,107324,8,33.85
suzuki,alto,vxl ags,2022,Gujranwala,Petrol,660.0,Automatic,54000,3,26.0
honda,city,i-dsi,2007,Karachi,Petrol,1300.0,Manual,98000,18,20.5
toyota,raize,g,2020,Lahore,Petrol,1000.0,Automatic,52000,5,61.0
suzuki,xbee,mz,2021,Lahore,Hybrid,1000.0,Automatic,29471,4,39.0
suzuki,wagon r,fx,2015,Sialkot,Petrol,660.0,Automatic,100000,10,25.75
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,48000,5,65.5
proton,saga,1.3l ace a/t,2022,Sialkot,Petrol,1299.0,Automatic,28000,3,30.0
toyota,raize,z,2022,Sialkot,Petrol,1000.0,Automatic,35000,3,56.5
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2013,Multan,Petrol,1800.0,Automatic,83000,12,34.0
honda,n wgn,custom g turbo,2014,Karachi,Petrol,660.0,Automatic,114000,11,25.75
toyota,yaris hatchback,x,2021,Peshawar,Petrol,1000.0,Automatic,70000,4,46.5
daihatsu,rocky,premium g,2020,Multan,Petrol,1000.0,Automatic,83153,5,60.0
kia,stonic,ex+,2025,Lahore,Petrol,1400.0,Automatic,25,0,61.5
toyota,aqua,l,2011,Rawalpindi,Hybrid,1500.0,Automatic,90000,14,31.5
suzuki,wagon r,vxl,2019,Lahore,Petrol,1000.0,Manual,117000,6,23.5
suzuki,alto,vxl ags upgraded,2025,Lahore,Petrol,660.0,Automatic,25,0,32.5
toyota,corolla,xli vvti,2014,Multan,Petrol,1300.0,Manual,70000,11,34.9
honda,city,1.2l cvt,2021,Lahore,Petrol,1200.0,Automatic,39000,4,43.8
suzuki,alto,vxr,2022,Lahore,Petrol,660.0,Manual,52000,3,25.0
honda,civic,ex,1995,Karachi,Petrol,1500.0,Manual,145000,30,6.85
daihatsu,mira,x sa lll,2022,Karachi,Petrol,660.0,Automatic,56000,3,37.8
hyundai,elantra,gl,2022,Karachi,Petrol,1600.0,Automatic,43200,3,53.5
honda,br-v,i-vtec s,2021,Karachi,Petrol,1500.0,Automatic,47000,4,50.0
suzuki,mehran,vxr euro ii,2019,Multan,Petrol,796.0,Manual,49000,6,16.5
toyota,belta,x business a package 1.0,2009,Karachi,Petrol,1000.0,Automatic,135000,16,21.75
suzuki,cultus,vxl,2007,Haripur,Petrol,1000.0,Manual,16666,18,10.5
honda,civic,oriel,2024,Islamabad,Petrol,1500.0,Automatic,12800,1,86.0
suzuki,mehran,vxr euro ii,2017,Faisalabad,Petrol,796.0,Manual,48000,8,11.65
toyota,corolla,gli 1.3 vvti,2010,Wah cantt,Petrol,1300.0,Manual,300000,15,25.5
toyota,corolla,gli 1.3,2005,Rawalpindi,Petrol,1300.0,Manual,210000,20,20.0
daehan,shehzore,pickup 2.6,2018,Hyderabad,Diesel,2600.0,Manual,150000,7,35.0
suzuki,mehran,vx euro ii,2017,Multan,Petrol,796.0,Manual,73495,8,12.8
toyota,fortuner,2.7 vvti,2014,Lahore,Petrol,2700.0,Automatic,90000,11,76.0
toyota,corolla axio,g,2007,Gujranwala,Petrol,1500.0,Automatic,200000,18,34.0
toyota,yaris hatchback,x,2021,Peshawar,Petrol,1000.0,Automatic,70000,4,46.5
honda,city,1.3 i-vtec,2021,Lahore,Petrol,1300.0,Manual,56000,4,39.9
honda,n box,custom gl,2020,Lahore,Petrol,658.0,Automatic,38000,5,35.0
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,30000,5,65.0
toyota,prius,g led edition 1.8,2009,Lahore,Hybrid,1800.0,Automatic,167000,16,39.75
toyota,vitz,hybrid f 1.5,2017,Lahore,Hybrid,1500.0,Automatic,140000,8,41.0
kia,sportage,awd,2021,Lahore,Petrol,2000.0,Automatic,44000,4,71.25
toyota,vitz,f safety edition iii,2018,Karachi,Petrol,1300.0,Automatic,92000,7,38.25
toyota,prado,tz 3.0d,1997,Islamabad,Diesel,3000.0,Automatic,245000,28,55.85
toyota,fortuner,2.7 vvti,2014,Lahore,Petrol,2700.0,Automatic,90000,11,76.0
toyota,corolla axio,g,2007,Gujranwala,Petrol,1500.0,Automatic,200000,18,34.0
toyota,corolla,gli automatic 1.3 vvti,2016,Lahore,Petrol,1300.0,Automatic,148000,9,38.0
toyota,passo,g 1.0,2007,Attock,Petrol,1000.0,Automatic,160000,18,20.9
toyota,corolla,gli automatic 1.3 vvti,2019,Kohat,Petrol,1300.0,Automatic,89406,6,50.0
suzuki,mehran,vx euro ii,2014,Multan,Petrol,800.0,Manual,100000,11,10.0
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,89000,5,62.0
honda,city,i-dsi,2006,Lahore,Petrol,1300.0,Manual,280000,19,19.75
toyota,corolla,gli 1.3 vvti,2015,Sargodha,Petrol,1300.0,Manual,110000,10,36.0
suzuki,mehran,vxr euro ii,2015,Sialkot,Petrol,800.0,Manual,74500,10,11.55
honda,city,1.3 i-vtec,2021,Karachi,Petrol,1300.0,Manual,76000,4,39.0
suzuki,mehran,vxr,2006,Rawalpindi,Petrol,800.0,Manual,34658,19,6.4
honda,city,1.3 i-vtec prosmatec,2010,Rawalpindi,Petrol,1300.0,Automatic,240,15,26.55
suzuki,mehran,vx,2011,Lahore,Petrol,800.0,Manual,135000,14,8.95
toyota,corolla,gli 1.3,2008,Rawalpindi,Petrol,1300.0,Manual,273000,17,28.3
changan,alsvin,1.5l dct lumiere,2022,Lahore,Petrol,1500.0,Automatic,55000,3,38.0
suzuki,cultus,vxr,2003,Rawalpindi,Petrol,1000.0,Manual,169000,22,9.3
suzuki,bolan,vx euro ii,2024,Haripur,Petrol,800.0,Manual,4600,1,24.0
toyota,fortuner,legender,2022,Lahore,Diesel,2800.0,Automatic,46000,3,171.0
toyota,corolla,altis grande x cvt-i 1.8 beige interior,2021,Rawalpindi,Petrol,1800.0,Automatic,51000,4,66.95
honda,city,i-dsi vario,2007,Chakwal,Petrol,1300.0,Automatic,151000,18,24.5
honda,civic rebirth,vti prosmatec 1.8 i-vtec,2013,Karachi,Petrol,1800.0,Automatic,98000,12,32.5
baic,bj40 plus,honorable edition,2022,Lahore,Petrol,2000.0,Automatic,34600,3,79.0
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,38000,5,59.0
hyundai,sonata,n line 2.5 turbo,2025,Lahore,Petrol,2500.0,Automatic,9300,0,179.0
suzuki,alto,vxr,2021,Karachi,Petrol,660.0,Manual,33000,4,23.75
honda,city,1.3 i-vtec,2017,Lahore,Petrol,1300.0,Manual,171000,8,33.5
mg,hs,trophy,2021,Karachi,Petrol,1500.0,Automatic,33000,4,61.5
toyota,fortuner,2.8 sigma 4,2021,Multan,Diesel,2800.0,Automatic,55000,4,158.0
haval,h6,hev,2024,Lahore,Hybrid,1500.0,Automatic,2600,1,117.0
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,63339,5,62.5
toyota,corolla,gli 1.3 vvti,2016,Layyah,Petrol,1300.0,Manual,70000,9,38.0
honda,city,1.3 i-vtec,2016,Islamabad,Petrol,1300.0,Manual,177000,9,33.0
toyota,corolla axio,x 1.5,2006,Peshawar,Petrol,1500.0,Automatic,190000,19,36.8
toyota,yaris sedan,gli mt 1.3,2020,Multan,Petrol,1300.0,Manual,65000,5,37.5
daihatsu,tanto,x turbo,2019,Rawalpindi,Petrol,660.0,Automatic,50000,6,26.9
toyota,corolla,altis automatic 1.6,2015,Islamabad,Petrol,1600.0,Automatic,155000,10,41.25
toyota,corolla,xe,1995,Lahore,Petrol,1300.0,Manual,15000,30,12.0
nissan,dayz,highway star x,2020,Karachi,Petrol,660.0,Automatic,29000,5,31.8
honda,city,1.3 i-vtec,2009,Lahore,Petrol,1300.0,Manual,285,16,23.5
honda,civic,vti oriel prosmatec 1.8 i-vtec,2009,Islamabad,Petrol,1800.0,Automatic,190000,16,23.5
honda,civic,oriel 1.8 i-vtec cvt,2017,Lahore,Petrol,1800.0,Automatic,82000,8,50.5
honda,civic,vti oriel ug prosmatec 1.6,2006,Lahore,Petrol,1600.0,Automatic,145000,19,16.95
suzuki,khyber,limited edition,1999,Rawalpindi,Petrol,1000.0,Manual,60000,26,3.7
suzuki,cultus,euro ii,2017,Rawalpindi,Petrol,1000.0,Manual,126000,8,16.7
toyota,corolla,altis automatic 1.6,2011,Dinga,Petrol,1600.0,Automatic,190000,14,32.0
toyota,corolla,gli automatic 1.6 vvti,2012,Karachi,Petrol,1600.0,Manual,98000,13,29.0
suzuki,khyber,ga,1990,Karachi,Petrol,1000.0,Manual,50000,35,3.5
honda,civic,oriel 1.8 i-vtec cvt,2021,Islamabad,Petrol,1800.0,Automatic,86000,4,60.25
suzuki,mehran,vxr (cng),2005,Rawalpindi,Petrol,800.0,Manual,40000,20,6.95
toyota,corolla,gli 1.3 vvti,2018,Bhalwal,Petrol,1300.0,Manual,158904,7,41.0
suzuki,mehran,vx,2007,Rawalpindi,Petrol,800.0,Manual,86523,18,5.6
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,26000,5,66.0
suzuki,alto,vxl ags,2025,Multan,Petrol,660.0,Automatic,8000,0,32.5
toyota,c-hr,g-led,2017,Karachi,Hybrid,1800.0,Automatic,65000,8,67.75
daihatsu,mira,x limited er,2014,Islamabad,Petrol,660.0,Automatic,132000,11,23.5
toyota,prius,s 1.8,2012,Lahore,Hybrid,1800.0,Automatic,54000,13,38.75
honda,civic,oriel prosmatec ug,2014,Lahore,Petrol,1800.0,Automatic,120341,11,31.97
hyundai,tucson,awd a/t ultimate (black interior),2021,Karachi,Petrol,2000.0,Automatic,46000,4,70.5
toyota,fortuner,2.7 vvti,2019,Lahore,Petrol,2700.0,Automatic,82000,6,124.0
honda,city,1.3 i-vtec,2021,Islamabad,Petrol,1300.0,Manual,49950,4,39.95
honda,civic,oriel 1.8 i-vtec cvt,2017,Faisalabad,Petrol,1800.0,Automatic,130000,8,47.3
honda,civic,vti oriel 1.6,2003,Islamabad,Petrol,1600.0,Manual,181000,22,15.2
honda,civic,oriel,2022,Lahore,Petrol,1500.0,Automatic,58000,3,73.0
suzuki,wagon r,vxl,2016,Nowshera,Petrol,1000.0,Manual,106000,9,21.0
toyota,prius,s led edition 1.8,2015,Karachi,Hybrid,1800.0,Automatic,139000,10,47.0
honda,city,aspire prosmatec 1.3 i-vtec,2012,Islamabad,Petrol,1300.0,Automatic,112000,13,31.25
honda,civic,vti prosmatec 1.6,2004,Lahore,Petrol,1600.0,Automatic,161000,21,16.5
suzuki,cultus,vxri,2010,Islamabad,Petrol,1000.0,Manual,185000,15,10.8
honda,vezel,hybrid z,2014,Karachi,Hybrid,1500.0,Automatic,88180,11,42.5
suzuki,alto,vxl ags,2022,Karachi,Petrol,660.0,Automatic,52000,3,27.5
daihatsu,cuore,cx eco,2009,Islamabad,Petrol,800.0,Manual,99000,16,12.9
honda,fit,1.5 hybrid s package,2015,Islamabad,Hybrid,1500.0,Automatic,112000,10,32.85
daihatsu,mira,x sa lll,2022,Karachi,Petrol,660.0,Automatic,16000,3,36.5
changan,oshan x7,futuresense,2024,Faisalabad,Petrol,1500.0,Automatic,26000,1,83.0
suzuki,alto,vxl ags,2020,Lahore,Petrol,660.0,Automatic,99000,5,22.99
kia,sportage,awd,2020,Faisalabad,Petrol,2000.0,Automatic,75000,5,67.0
toyota,aqua,g,2015,Gujranwala,Hybrid,1500.0,Automatic,100000,10,42.0
toyota,fortuner,2.8 sigma 4,2022,Karachi,Diesel,2800.0,Automatic,45000,3,158.0
daihatsu,cuore,cx automatic,2007,Karachi,Petrol,800.0,Automatic,100000,18,9.0
honda,civic,exi,2005,Lahore,Petrol,1500.0,Manual,250000,20,14.4
suzuki,bolan,vx,2009,Islamabad,Petrol,800.0,Manual,83000,16,13.0
kia,sportage,awd,2019,Lahore,Petrol,2000.0,Automatic,100001,6,64.5
suzuki,alto,vx,2024,Chakwal,Petrol,660.0,Manual,15000,1,27.5
toyota,fortuner,gr-s,2024,Lahore,Diesel,2800.0,Automatic,34000,1,205.0
haval,h6,phev,2025,Lahore,Hybrid,1500.0,Automatic,50,0,137.0
range rover,sport,supercharged 4.2 v8,2007,Islamabad,Petrol,4200.0,Automatic,190000,18,82.0
honda,city,1.5l aspire m/t,2022,Lahore,Petrol,1500.0,Manual,30000,3,46.75
toyota,prado,tz g 4.0,2005,Islamabad,Petrol,4000.0,Automatic,192000,20,89.0
haval,h6,1.5t,2025,Lahore,Petrol,1500.0,Automatic,15,0,98.75
porsche,panamera,s e-hybrid,2014,Lahore,Petrol,3000.0,Automatic,65000,11,285.0
lexus,lx series,lx570,2019,Lahore,Petrol,5700.0,Automatic,55000,6,648.0
toyota,land cruiser,zx,2020,Lahore,Petrol,4600.0,Automatic,36000,5,505.0
honda,civic,oriel 1.8 i-vtec cvt,2016,Lahore,Petrol,1800.0,Automatic,107543,9,43.5
toyota,yaris hatchback,x,2021,Lahore,Petrol,1000.0,Automatic,46034,4,45.0
kia,sportage,awd,2019,Lahore,Petrol,2000.0,Automatic,100001,6,64.5
suzuki,alto,vx,2024,Chakwal,Petrol,660.0,Manual,15000,1,27.5
suzuki,cultus,vxr,2003,Chakwal,Petrol,1000.0,Manual,95000,22,8.0
toyota,vitz,f 1.0,2010,Lahore,Petrol,1000.0,Automatic,53500,15,25.5
honda,civic,1.8 i-vtec cvt,2022,Lahore,Petrol,1800.0,Automatic,35000,3,68.0
nissan,moco,x idling stop aero style,2014,Lahore,Petrol,660.0,Automatic,115000,11,22.9
toyota,corolla,altis automatic 1.6,2021,Islamabad,Petrol,1600.0,Automatic,68000,4,54.9
suzuki,wagon r,fa,2024,Islamabad,Petrol,660.0,Automatic,5400,1,37.0
honda,n one,premium tourer,2022,Lahore,Petrol,660.0,Automatic,12183,3,39.5
toyota,corolla,gli limited edition 1.3 vvti,2012,Daska,Petrol,1500.0,Manual,106000,13,15.0
toyota,corolla,2.0d saloon,2004,Depal pur,Diesel,2000.0,Manual,255000,21,12.4
honda,n box,g turbo l package,2022,Lahore,Petrol,660.0,Automatic,17000,3,36.5
mg,hs,trophy,2022,Lahore,Petrol,1500.0,Automatic,17600,3,71.5
honda,city,1.3 i-vtec,2020,Multan,Petrol,1300.0,Manual,71000,5,38.5
honda,city,i-dsi,2005,Rawalpindi,Petrol,1300.0,Manual,150000,20,18.0
suzuki,wagon r,vxl,2022,Lahore,Petrol,1000.0,Manual,81000,3,28.5
suzuki,mehran,vxr,2004,Lahore,Petrol,800.0,Manual,200000,21,6.1
toyota,raize,z,2020,Gujranwala,Petrol,1000.0,Automatic,82000,5,60.0
kia,sportage,2.0 lx 4x4,2004,Lahore,Diesel,2000.0,Manual,160000,21,22.0
toyota,raize,z,2020,Gujranwala,Petrol,1000.0,Automatic,99000,5,60.75
toyota,hilux,revo v automatic 2.8,2018,Lahore,Diesel,2800.0,Automatic,96000,7,99.5
toyota,fortuner,legender,2023,Lahore,Diesel,2800.0,Automatic,21858,2,185.0
nissan,note,e-power x,2021,Lahore,Hybrid,1200.0,Automatic,62397,4,62.0
suzuki,swift,dlx 1.3,2010,Lahore,Petrol,1300.0,Manual,102933,15,17.7
toyota,hilux,revo v automatic 2.8,2020,Karachi,Diesel,2800.0,Automatic,73000,5,111.0
honda,vezel,hybrid z,2014,Karachi,Hybrid,1500.0,Automatic,94000,11,43.5
honda,civic,oriel 1.8 i-vtec cvt,2018,Karachi,Petrol,1800.0,Automatic,59000,7,49.5
toyota,land cruiser,zx gasoline 3.5l,2022,Karachi,Petrol,3500.0,Automatic,1200,3,645.0
hyundai,sonata,2.5,2022,Karachi,Petrol,2500.0,Automatic,19700,3,93.0
toyota,raize,z,2020,Gujranwala,Petrol,1000.0,Automatic,99000,5,60.75
toyota,hilux,revo v automatic 2.8,2018,Lahore,Diesel,2800.0,Automatic,96000,7,99.5
suzuki,every,join turbo,2019,Gujranwala,Petrol,660.0,Automatic,100000,6,27.5
suzuki,every,pa,2020,Gujranwala,Petrol,660.0,Automatic,100000,5,26.5
suzuki,every wagon,pz turbo,2020,Gujranwala,Petrol,660.0,Automatic,99000,5,34.5
toyota,yaris hatchback,x,2022,Gujranwala,Petrol,1000.0,Automatic,95000,3,42.0
daihatsu,mira,l sa iii,2023,Gujranwala,Petrol,660.0,Automatic,23000,2,32.5
daihatsu,move,x,2022,Gujranwala,Petrol,660.0,Automatic,52600,3,35.5
suzuki,every,pa,2021,Gujranwala,Petrol,660.0,Automatic,144000,4,27.0
nissan,dayz,x,2020,Gujranwala,Petrol,660.0,Automatic,34000,5,30.0
honda,civic,oriel 1.8 i-vtec cvt,2019,Rawalpindi,Petrol,1800.0,Automatic,53100,6,59.5
honda,city,aspire prosmatec 1.5 i-vtec,2017,Lahore,Petrol,1500.0,Automatic,137000,8,37.0
suzuki,cultus,euro ii,2014,Abbottabad,Petrol,1000.0,Manual,85000,11,16.75
honda,city,1.3 i-vtec,2018,Faisalabad,Petrol,1300.0,Manual,80000,7,35.6
suzuki,every,join turbo,2017,Karachi,Petrol,660.0,Automatic,153000,8,24.0
suzuki,alto,vx,2021,Vehari,Petrol,660.0,Manual,75000,4,23.0
kia,sportage,fwd,2021,Lahore,Petrol,2000.0,Automatic,44000,4,68.0
honda,n wgn,custom g turbo,2015,Islamabad,Petrol,660.0,Automatic,158000,10,29.0
suzuki,wagon r,vxl,2018,Karachi,Petrol,1000.0,Manual,75000,7,22.75
suzuki,cultus,vxr,2006,Islamabad,Petrol,1000.0,Manual,100000,19,10.5
daihatsu,cuore,cl eco,2007,Faisalabad,Petrol,800.0,Manual,18,18,10.5
toyota,corolla,altis x automatic 1.6,2021,Karachi,Petrol,1600.0,Automatic,50000,4,53.5
hyundai,sonata,2.5,2022,Karachi,Petrol,2500.0,Automatic,19700,3,93.0
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,11111,5,63.5
mg,hs,trophy,2021,Islamabad,Petrol,1500.0,Automatic,122000,4,61.75
toyota,prado,rx 2.7 (3-door),2004,Abbottabad,Petrol,2700.0,Automatic,87000,21,87.0
suzuki,wagon r,fa,2024,Rawalpindi,Petrol,660.0,Automatic,2000,1,36.5
suzuki,every,pc,2020,Gujranwala,Petrol,660.0,Automatic,120000,5,26.9
toyota,corolla,altis grande x cvt-i 1.8 beige interior,2021,Islamabad,Petrol,1800.0,Automatic,34000,4,67.8
suzuki,alto,gii,2007,Rawalpindi,Petrol,660.0,Automatic,130000,18,18.8
baic,bj40 plus,honorable edition,2023,Lahore,Petrol,2000.0,Automatic,9000,2,96.0
toyota,prado,tx l package 2.7,2021,Gujranwala,Petrol,2700.0,Automatic,42000,4,301.0
suzuki,cultus,euro ii,2012,Multan,Petrol,1000.0,Manual,93000,13,13.5
honda,civic,oriel 1.8 i-vtec cvt,2020,Lahore,Petrol,1800.0,Automatic,40000,5,65.0
suzuki,cultus,vxr,2006,Islamabad,Petrol,1000.0,Manual,100000,19,10.5
daihatsu,cuore,cl eco,2007,Faisalabad,Petrol,800.0,Manual,18,18,10.5
